"","coname","locnum","staddr","stcity","state","zip","year","source","latitude","longitude","store_type","naics_6"
"1399","Target","404476340","550 Arsenal St Ste 1","Watertown","MA","02472",2021,"Data Axle","042.364128",-71.157556,"Supermarket or Other Grocery","452210"
"1400","Target","404476342","529 Lincoln St","Worcester","MA","01605",2021,"Data Axle","042.291981",-71.774925,"Supermarket or Other Grocery","452210"
"1401","Target","404476344","385 Centre Ave Ste 1","Abington","MA","02351",2021,"Data Axle","042.111410",-70.929104,"Supermarket or Other Grocery","452210"
"1402","Target","404476345","367 Russell St Ste 100","Hadley","MA","01035",2021,"Data Axle","042.356435",-72.547811,"Supermarket or Other Grocery","452210"
"1403","Target","404478002","7 Allstate Rd","Dorchester","MA","02125",2021,"Data Axle","042.329307",-71.062672,"Supermarket or Other Grocery","452210"
"1404","Target","404478003","91 Taunton St","Plainville","MA","02762",2021,"Data Axle","042.030808",-71.311053,"Supermarket or Other Grocery","452210"
"1405","Target","404478004","36 Furlong Dr","Revere","MA","02151",2021,"Data Axle","042.399857",-71.000259,"Supermarket or Other Grocery","452210"
"1406","Target","404479406","479 State Rd","North Dartmouth","MA","02747",2021,"Data Axle","041.638970",-71.002604,"Supermarket or Other Grocery","452210"
"1407","Target","404479407","41 Robert Dr","South Easton","MA","02375",2021,"Data Axle","042.027098",-71.143465,"Supermarket or Other Grocery","452210"
"1408","Target","404480214","1 Hawes Way","Stoughton","MA","02072",2021,"Data Axle","042.152191",-71.072929,"Supermarket or Other Grocery","452210"
"1409","O'Connell's Convenience Plus","404511454","2044 Riverdale St","West Springfield","MA","01089",2021,"Data Axle","042.158874",-72.633552,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1410","Mr Mike's Mini Mart","404554995","238 Main St","Townsend","MA","01469",2021,"Data Axle","042.665761",-71.704344,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1411","Muffins General Market","404600392","28 State Rd","South Deerfield","MA","01373",2021,"Data Axle","042.478100",-72.6104,"Supermarket or Other Grocery","445110"
"1412","Walgreens","404601637","495 State Rd","North Dartmouth","MA","02747",2021,"Data Axle","041.640441",-71.006917,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1413","Becky's Gourmet","404606073","10 Bessom St","Marblehead","MA","01945",2021,"Data Axle","042.500323",-70.859338,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"1414","Family Dollar Store","404631972","1089 Dorchester Ave","Dorchester","MA","02125",2021,"Data Axle","042.313288",-71.057423,"Dollar Store","452319"
"1415","North Shore Meathouse","404633792","15 Enon St","Beverly","MA","01915",2021,"Data Axle","042.584550",-70.884066,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"1416","Bucciarellis","404641014","147 Bridge Rd","Salisbury","MA","01952",2021,"Data Axle","042.821648",-70.866601,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"1417","Hannaford Supermarket","404659461","158 N Main St Ste 3","Uxbridge","MA","01569",2021,"Data Axle","042.082145",-71.640414,"Supermarket or Other Grocery","445110"
"1418","Stop & Save-Brockton","404664723","635 Crescent St","Brockton","MA","02302",2021,"Data Axle","042.080372",-70.993782,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1419","28 Corner Convenience Store","404664725","95 Montello St","Brockton","MA","02301",2021,"Data Axle","042.079900",-71.0349,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1420","C Mart","404668269","668 N Main St","East Longmeadow","MA","01028",2021,"Data Axle","042.080848",-72.53912,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1421","Chicopee Street General Store","404668340","957 Chicopee St # 1","Chicopee","MA","01013",2021,"Data Axle","042.190628",-72.60163,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1422","Ezee Mart","404668363","50 Morgan Rd","West Springfield","MA","01089",2021,"Data Axle","042.129959",-72.628351,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1423","Wave Mart","404668800","295 Allen St","Springfield","MA","01108",2021,"Data Axle","042.094233",-72.552914,"Supermarket or Other Grocery","445110"
"1424","7-ELEVEN","404683790","127 Broadway","Revere","MA","02151",2021,"Data Axle","042.405294",-71.015536,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1425","CVS/PHARMACY","404790532","928 Riverdale St","West Springfield","MA","01089",2021,"Data Axle","042.129170",-72.627347,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1426","Triple Seven Convenience","404792923","269 Main St","Charlestown","MA","02129",2021,"Data Axle","042.377080",-71.066274,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1427","Kams Food Mart","404803048","376 2nd St","Fall River","MA","02721",2021,"Data Axle","041.697194",-71.157455,"Supermarket or Other Grocery","445110"
"1428","J & J's Variety","404879423","69 Franklin St","Westfield","MA","01085",2021,"Data Axle","042.125758",-72.752688,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1429","Dream Dinners","404976046","51 Man Mar Dr Unit 7","Plainville","MA","02762",2021,"Data Axle","042.007524",-71.307327,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"1430","Cumberland Farms","404976133","80 County St","Attleboro","MA","02703",2021,"Data Axle","041.942472",-71.286399,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1431","Stop & Shop Supermarket","404980780","209 N Main St","Andover","MA","01810",2021,"Data Axle","042.664323",-71.144176,"Supermarket or Other Grocery","445110"
"1432","Stop & Shop Supermarket","404980782","265 Main St","North Reading","MA","01864",2021,"Data Axle","042.591770",-71.116462,"Supermarket or Other Grocery","445110"
"1433","Cibao Market","405018283","118 S Common St","Lynn","MA","01902",2021,"Data Axle","042.462897",-70.958094,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1434","Demakes Enterprises Inc","405018742","37 Waterhill St","Lynn","MA","01905",2021,"Data Axle","042.465044",-70.969349,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"1435","Cumberland Farms","405819637","212 Teaticket Hwy","Teaticket","MA","02536",2021,"Data Axle","041.566359",-70.596175,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1436","Big Y Foods Inc","406008680","2145 Roosevelt Ave","Springfield","MA","01104",2021,"Data Axle","042.140953",-72.546641,"Supermarket or Other Grocery","445110"
"1437","CVS/PHARMACY","406010306","188 Central St","Leominster","MA","01453",2021,"Data Axle","042.518853",-71.757716,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1438","Star Liquors","406018598","507 Boston Tpke","Shrewsbury","MA","01545",2021,"Data Axle","042.277368",-71.718744,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1439","A P Fish","406027003","1059 Grafton St","Worcester","MA","01604",2021,"Data Axle","042.242975",-71.754409,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"1440","North End Market","406028092","267 Lincoln St","Worcester","MA","01605",2021,"Data Axle","042.284550",-71.791243,"Supermarket or Other Grocery","445110"
"1441","Charlie S Minimart","406035949","36 School St","Milford","MA","01757",2021,"Data Axle","042.142605",-71.519622,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1442","Cedar St Market","406036467","100 E Main St","Milford","MA","01757",2021,"Data Axle","042.148169",-71.509668,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1443","CVS/PHARMACY","406037275","501 Boston Post # Sudburyplaza","Sudbury","MA","01776",2021,"Data Axle","042.359409",-71.428314,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1444","CVS/PHARMACY","406037838","415 Main St","Woburn","MA","01801",2021,"Data Axle","042.480651",-71.15094,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1445","CVS/PHARMACY","406040121","233 Broadway","Methuen","MA","01844",2021,"Data Axle","042.725612",-71.184143,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1446","CVS/PHARMACY","406040360","76 Swan St","Methuen","MA","01844",2021,"Data Axle","042.723156",-71.157707,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1447","Econo-Mart","406041889","1280 Lawrence St","Lowell","MA","01852",2021,"Data Axle","042.623824",-71.287793,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1448","CVS/PHARMACY","406042291","210 Boston Rd","North Billerica","MA","01862",2021,"Data Axle","042.581432",-71.287143,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1449","CVS/PHARMACY","406042788","1900 Main St","Tewksbury","MA","01876",2021,"Data Axle","042.590782",-71.202456,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1450","Walgreens","406046284","25 Storey Ave Ste 3","Newburyport","MA","01950",2021,"Data Axle","042.821206",-70.902307,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1451","Ocean State Job Lot","406054114","114 Main St","Medway","MA","02053",2021,"Data Axle","042.151000",-71.416577,"Convenience Stores, Pharmacies, and Drug Stores","452319"
"1452","7-ELEVEN","406061564","141 Massachusetts Ave","Boston","MA","02115",2021,"Data Axle","042.346758",-71.087838,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1453","A J's Apollos Market","406065441","918 Morton St","Mattapan","MA","02126",2021,"Data Axle","042.280725",-71.083088,"Supermarket or Other Grocery","445110"
"1454","Roy's Cold Cuts","406066910","198 Marion St","Boston","MA","02128",2021,"Data Axle","042.375532",-71.034656,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"1455","CVS/PHARMACY","406075267","339 Squire Rd","Revere","MA","02151",2021,"Data Axle","042.427509",-71.010605,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1456","People's Corner Market","406076208","492 Fulton St","Medford","MA","02155",2021,"Data Axle","042.436067",-71.096256,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1457","CVS/PHARMACY","406077834","42 Beale St # B","Wollaston","MA","02170",2021,"Data Axle","042.266449",-71.017388,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1458","CVS/PHARMACY","406079186","107 Main St # 8300","Stoneham","MA","02180",2021,"Data Axle","042.494795",-71.100692,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1459","CVS/PHARMACY","406081752","438 W Gro # Middleboroshopping","Middleboro","MA","02346",2021,"Data Axle","041.897700",-70.8997,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1460","CVS/PHARMACY","406083626","80 Market St","Rockland","MA","02370",2021,"Data Axle","042.120956",-70.917145,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1461","CVS/PHARMACY","406083709","351 Bedford St","Whitman","MA","02382",2021,"Data Axle","042.069851",-70.947418,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1462","CVS/PHARMACY","406084269","2992 Cranberry Hwy","East Wareham","MA","02538",2021,"Data Axle","041.760122",-70.664541,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1463","Quality Oil Co","406090456","230 Nyes Ln","Acushnet","MA","02743",2021,"Data Axle","041.700421",-70.922775,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1464","Sun Market","406092163","181 W Main St Ste 2","Norton","MA","02766",2021,"Data Axle","041.958063",-71.208003,"Supermarket or Other Grocery","445110"
"1465","CVS/PHARMACY","406092569","252 Broadway","Raynham","MA","02767",2021,"Data Axle","041.937237",-71.083466,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1466","EEC Swift","406112495","89 S Main St","Centerville","MA","02632",2021,"Data Axle","041.649627",-70.339256,"Supermarket or Other Grocery","445110"
"1467","CVS/PHARMACY","406112526","438 Route 28","West Yarmouth","MA","02673",2021,"Data Axle","041.651132",-70.241533,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1468","Mass Farmers Markets","406124379","240 Beaver St","Waltham","MA","02452",2021,"Data Axle","042.384407",-71.216049,"Supermarket or Other Grocery","445110"
"1469","Quick Pick Convenience","406125645","973 Tremont St Ste A","Roxbury Crossing","MA","02120",2021,"Data Axle","042.337488",-71.084173,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1470","Los Compadres Meat Market","406128219","3105 Washington St","Roxbury","MA","02119",2021,"Data Axle","042.315155",-71.099213,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"1471","Trader Joe's","406134065","160 Federal St Fl 12","Boston","MA","02110",2021,"Data Axle","042.354096",-71.055865,"Supermarket or Other Grocery","445110"
"1472","Central Guest & Market","406152385","186 Central St","Milford","MA","01757",2021,"Data Axle","042.139508",-71.513394,"Supermarket or Other Grocery","445110"
"1473","CVS/PHARMACY","406181788","174 Main St","Peabody","MA","01960",2021,"Data Axle","042.523275",-70.919986,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1474","Walgreens","406187626","296 Buffinton St","Somerset","MA","02726",2021,"Data Axle","041.747707",-71.145496,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1475","Target","406693652","579 Gar Hwy # 5","Swansea","MA","02777",2021,"Data Axle","041.749015",-71.206876,"Supermarket or Other Grocery","452210"
"1476","Wing It Inc","407674245","174 Queen St Unit 4F","Falmouth","MA","02540",2021,"Data Axle","041.549717",-70.604826,"Supermarket or Other Grocery","445110"
"1477","Army & Air Force Exchange Svc","407693938","451 Airlift Dr","Chicopee","MA","01022",2021,"Data Axle","042.193035",-72.55114,"Supermarket or Other Grocery","445110"
"1478","Speedway","407704205","15 Eastern Ave","Fall River","MA","02723",2021,"Data Axle","041.697136",-71.131404,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1479","Speedway","407704661","66 Prospect St","Waltham","MA","02453",2021,"Data Axle","042.370000",-71.2368,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1480","Speedway","407707781","180 Madison St","Worcester","MA","01610",2021,"Data Axle","042.250600",-71.8103,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1481","Higson Seafood","407711468","917 S Main St","Fall River","MA","02724",2021,"Data Axle","041.692100",-71.16535,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"1482","Haffner's","407719121","2221 Main St","Tewksbury","MA","01876",2021,"Data Axle","042.582276",-71.196816,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1483","Whittier Farms","407722763","7 Douglas Pike","Sutton","MA","01590",2021,"Data Axle","042.104626",-71.800334,"Fruit and Vegetable Markets","445230"
"1484","Cumberland Farms","407722965","375 Barnstable Rd","Hyannis","MA","02601",2021,"Data Axle","041.662859",-70.28681,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1485","Chaves Market & Gift Shop","407725213","342 Bradford Ave","Fall River","MA","02721",2021,"Data Axle","041.686600",-71.1554,"Supermarket or Other Grocery","445110"
"1486","Li'l Audrey's Convenience Str","407725220","1159 Read St","Somerset","MA","02726",2021,"Data Axle","041.737650",-71.173369,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"1487","CVS/PHARMACY","407725392","454 Electric Ave","Lunenburg","MA","01462",2021,"Data Axle","042.575329",-71.748886,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"1488","Cumberland Farms","407725435","485 Waquoit Hwy","East Falmouth","MA","02536",2021,"Data Axle","041.587282",-70.516899,"Convenience Stores, Pharmacies, and Drug Stores","445120"
